"id","data_inversa","br","municipio","tipo_acidente"
"263643","1/18/2020","40","SANTOS DUMONT","Atropelamento de Pedestre"
"263661","1/18/2020","381","BETIM","Colisão traseira"
"263694","1/19/2020","381","EXTREMA","Colisão frontal"
"263702","1/19/2020","40","PARAOPEBA","Colisão com objeto estático"
"263712","1/19/2020","116","UBAPORANGA","Colisão frontal"
"263735","1/19/2020","381","IGARAPE","Queda de ocupante de veículo"
"263739","1/19/2020","40","OLIVEIRA FORTES","Saída de leito carroçável"
"263744","1/17/2020","251","FRANCISCO SA","Capotamento"
"263751","1/19/2020","40","SIMAO PEREIRA","Colisão com objeto estático"
"263757","1/19/2020","40","SETE LAGOAS","Queda de ocupante de veículo"
"263761","1/19/2020","50","ARAGUARI","Queda de ocupante de veículo"
"263773","1/19/2020","381","LAVRAS","Saída de leito carroçável"
"263774","1/19/2020","381","JOAO MONLEVADE","Colisão frontal"
"263775","1/19/2020","381","NOVA UNIAO","Tombamento"
"263787","1/19/2020","381","ITATIAIUCU","Saída de leito carroçável"
"263788","1/19/2020","262","MATEUS LEME","Saída de leito carroçável"
"263793","1/19/2020","40","JOAO PINHEIRO","Atropelamento de Animal"
"263794","1/19/2020","153","FRUTAL","Saída de leito carroçável"
"263808","1/19/2020","40","NOVA LIMA","Colisão com objeto estático"
"263816","1/19/2020","381","SAO GONCALO DO SAPUCAI","Queda de ocupante de veículo"
"263826","1/19/2020","40","CONTAGEM","Colisão frontal"
"263846","1/19/2020","381","SANTA LUZIA","Tombamento"
"263859","1/19/2020","40","RIBEIRAO DAS NEVES","Engavetamento"
"263880","1/19/2020","153","PRATA","Saída de leito carroçável"
"263896","1/19/2020","50","UBERLANDIA","Colisão lateral"
"263908","1/19/2020","40","PARAOPEBA","Colisão com objeto estático"
"263914","1/19/2020","381","BETIM","Atropelamento de Pedestre"
"263923","1/19/2020","381","ESTIVA","Tombamento"
"263926","1/19/2020","381","BELO HORIZONTE","Colisão frontal"
"263927","1/19/2020","146","CABO VERDE","Colisão frontal"
"263932","1/19/2020","40","JOAO PINHEIRO","Saída de leito carroçável"
"263937","1/20/2020","381","JOAO MONLEVADE","Capotamento"
"263938","1/20/2020","381","CARMO DA CACHOEIRA","Tombamento"
"263946","1/20/2020","50","ARAGUARI","Queda de ocupante de veículo"
"263947","1/20/2020","381","OLIVEIRA","Tombamento"
"263959","1/19/2020","381","SAO JOAQUIM DE BICAS","Colisão com objeto estático"
"263992","1/20/2020","116","TEOFILO OTONI","Tombamento"
"263996","1/20/2020","40","ITABIRITO","Saída de leito carroçável"
"264000","1/20/2020","153","ARAPORA","Saída de leito carroçável"
"264006","1/20/2020","262","SANTO ANTONIO DO GRAMA","Colisão frontal"
"264027","1/20/2020","365","JOAO PINHEIRO","Saída de leito carroçável"
"264028","1/20/2020","381","CONTAGEM","Colisão lateral"
"264031","1/20/2020","40","EWBANK DA CAMARA","Colisão traseira"
"264042","1/20/2020","40","RIBEIRAO DAS NEVES","Atropelamento de Pedestre"
"264054","1/20/2020","262","UBERABA","Colisão com objeto estático"
"264066","1/20/2020","365","CLARO DOS POCOES","Capotamento"
"264073","1/20/2020","40","NOVA LIMA","Colisão traseira"
"264077","1/20/2020","40","CONGONHAS","Colisão traseira"
"264085","1/20/2020","381","NEPOMUCENO","Tombamento"
"264100","1/20/2020","262","CAMPOS ALTOS","Saída de leito carroçável"
"264101","1/20/2020","50","UBERLANDIA","Saída de leito carroçável"
"264109","1/20/2020","116","DIVISA ALEGRE","Atropelamento de Pedestre"
"264110","1/20/2020","40","BELO HORIZONTE","Atropelamento de Pedestre"
"264140","1/21/2020","116","ALPERCATA","Colisão traseira"
"264144","1/20/2020","365","JEQUITAI","Tombamento"
"264145","1/21/2020","381","BELO HORIZONTE","Colisão com objeto estático"
"264152","1/20/2020","50","UBERABA","Colisão traseira"
"264155","1/20/2020","381","CONTAGEM","Tombamento"
"264160","1/21/2020","251","GRAO MOGOL","Engavetamento"
"264171","1/21/2020","365","UBERLANDIA","Colisão traseira"
"264200","1/21/2020","381","BETIM","Colisão traseira"
"264209","1/21/2020","267","ARGIRITA","Colisão com objeto estático"
"264212","1/21/2020","381","PERDOES","Saída de leito carroçável"
"264217","1/21/2020","153","FRONTEIRA","Queda de ocupante de veículo"
"264240","1/21/2020","381","NOVA ERA","Saída de leito carroçável"
"264244","1/21/2020","381","CARMO DA CACHOEIRA","Saída de leito carroçável"
"264249","1/21/2020","381","BETIM","Colisão traseira"
"264280","1/21/2020","40","MATIAS BARBOSA","Saída de leito carroçável"
"264281","1/21/2020","50","UBERLANDIA","Colisão com objeto estático"
"264297","1/21/2020","40","JOAO PINHEIRO","Tombamento"
"264298","1/9/2020","381","BETIM","Colisão lateral"
"264312","1/21/2020","381","CAREACU","Saída de leito carroçável"
"264327","1/21/2020","262","IGARATINGA","Atropelamento de Pedestre"
"264339","1/22/2020","381","SAO GONCALO DO SAPUCAI","Colisão com objeto estático"
"264343","1/22/2020","365","JEQUITAI","Saída de leito carroçável"
"264355","1/22/2020","40","CAETANOPOLIS","Saída de leito carroçável"
"264376","1/22/2020","262","CONCEICAO DAS ALAGOAS","Capotamento"
"264421","1/22/2020","40","BELO HORIZONTE","Colisão transversal"
"264422","1/22/2020","381","SABARA","Colisão traseira"
"264426","1/22/2020","40","NOVA LIMA","Queda de ocupante de veículo"
"264428","1/22/2020","364","FRUTAL","Saída de leito carroçável"
"264429","1/22/2020","116","MURIAE","Colisão frontal"
"264436","1/22/2020","40","CRISTIANO OTONI","Colisão lateral"
"264448","1/22/2020","40","ESMERALDAS","Atropelamento de Pedestre"
"264449","1/22/2020","381","LAVRAS","Queda de ocupante de veículo"
"264460","1/22/2020","50","UBERLANDIA","Colisão lateral"
"264489","1/22/2020","40","SANTOS DUMONT","Saída de leito carroçável"
"264522","1/22/2020","40","CONTAGEM","Atropelamento de Pedestre"
"264552","1/23/2020","251","FRANCISCO SA","Saída de leito carroçável"
"264560","1/23/2020","251","FRANCISCO SA","Colisão frontal"
"264571","1/23/2020","381","LAVRAS","Saída de leito carroçável"
"264577","1/23/2020","381","LAVRAS","Saída de leito carroçável"
"264586","1/23/2020","381","EXTREMA","Colisão com objeto estático"
"264595","1/23/2020","40","RESSAQUINHA","Saída de leito carroçável"
"264599","1/23/2020","262","CORREGO DANTA","Colisão frontal"
"264607","1/23/2020","40","NOVA LIMA","Saída de leito carroçável"
"264609","1/23/2020","262","MANHUACU","Colisão transversal"
"264610","1/23/2020","381","LAVRAS","Colisão com objeto estático"
"264618","1/23/2020","381","SAO SEBASTIAO DA BELA VISTA","Saída de leito carroçável"
"264625","1/23/2020","459","POUSO ALEGRE","Colisão com objeto estático"
"264635","1/23/2020","262","RIO CASCA","Colisão frontal"
"264647","1/23/2020","40","JOAO PINHEIRO","Saída de leito carroçável"
"264650","1/23/2020","381","CAMBUI","Colisão com objeto estático"
"264652","1/23/2020","381","BETIM","Colisão lateral"
"264654","1/23/2020","381","SANTO ANTONIO DO AMPARO","Saída de leito carroçável"
"264655","1/23/2020","262","JUATUBA","Colisão com objeto estático"
"264657","1/23/2020","40","RIBEIRAO DAS NEVES","Saída de leito carroçável"
"264663","1/23/2020","40","CONGONHAS","Colisão transversal"
"264668","1/23/2020","381","BELO HORIZONTE","Colisão traseira"
"264675","1/23/2020","381","BETIM","Colisão lateral"
"264678","1/23/2020","50","UBERABA","Incêndio"
"264700","1/23/2020","50","UBERABA","Colisão lateral"
"264728","1/23/2020","365","UBERLANDIA","Colisão com objeto estático"
"264729","1/23/2020","116","MANHUACU","Colisão frontal"
"264731","1/23/2020","40","TRES MARIAS","Colisão traseira"
"264736","1/24/2020","381","BETIM","Colisão com objeto estático"
"264737","1/24/2020","381","BETIM","Colisão traseira"
"264740","1/24/2020","40","CONTAGEM","Saída de leito carroçável"
"264744","1/23/2020","381","SAO GONCALO DO RIO ABAIXO","Colisão com objeto estático"
"264755","1/24/2020","116","TEOFILO OTONI","Colisão frontal"
"264780","1/24/2020","381","BETIM","Saída de leito carroçável"
"264784","1/24/2020","381","LAVRAS","Capotamento"
"264785","1/24/2020","116","JAMPRUCA","Colisão com objeto estático"
"264803","1/24/2020","262","MATEUS LEME","Colisão com objeto estático"
"264804","1/24/2020","40","ITABIRITO","Colisão com objeto estático"
"264805","1/24/2020","381","JOAO MONLEVADE","Saída de leito carroçável"
"264809","1/24/2020","381","LAVRAS","Saída de leito carroçável"
"264849","1/24/2020","381","SANTO ANTONIO DO AMPARO","Colisão lateral"
"264857","1/24/2020","459","CALDAS","Tombamento"
"264863","1/24/2020","40","JUIZ DE FORA","Colisão frontal"
"264874","1/24/2020","153","PRATA","Colisão lateral"
"264893","1/24/2020","146","CABO VERDE","Colisão lateral"
"264907","1/24/2020","50","UBERABA","Colisão lateral"
"264912","1/24/2020","116","SAO JOAO DO MANHUACU","Colisão frontal"
"264936","1/25/2020","50","UBERABA","Tombamento"
"264968","1/25/2020","381","SAO SEBASTIAO DA BELA VISTA","Queda de ocupante de veículo"
"264983","1/25/2020","116","INHAPIM","Colisão frontal"
"264994","1/25/2020","262","JUATUBA","Tombamento"
"264996","1/25/2020","40","CONTAGEM","Colisão traseira"
"264999","1/25/2020","381","TRES CORACOES","Queda de ocupante de veículo"
"265001","1/25/2020","381","PERDOES","Colisão lateral"
"265015","1/25/2020","40","CONGONHAS","Colisão lateral"
"265049","1/25/2020","381","EXTREMA","Queda de ocupante de veículo"
"265054","1/25/2020","381","BETIM","Colisão traseira"
"265064","1/25/2020","365","LAGOA FORMOSA","Tombamento"
"265070","1/25/2020","40","PARACATU","Saída de leito carroçável"
"265071","1/25/2020","381","IGARAPE","Colisão traseira"
"265075","1/25/2020","40","PARACATU","Saída de leito carroçável"
"265084","1/25/2020","116","TARUMIRIM","Colisão transversal"
"265090","1/25/2020","50","UBERLANDIA","Queda de ocupante de veículo"
"265097","1/25/2020","40","SETE LAGOAS","Atropelamento de Animal"
"265099","1/25/2020","381","BRUMADINHO","Saída de leito carroçável"
"265100","1/25/2020","365","JEQUITAI","Incêndio"
"265104","1/25/2020","116","SANTA BARBARA DO LESTE","Colisão frontal"
"265121","1/25/2020","381","BETIM","Colisão lateral"
"265130","1/25/2020","251","PADRE CARVALHO","Tombamento"
"265131","1/25/2020","381","POUSO ALEGRE","Saída de leito carroçável"
"265134","1/25/2020","116","UBAPORANGA","Saída de leito carroçável"
"265152","1/26/2020","262","MANHUACU","Colisão lateral"
"265158","1/26/2020","40","CONTAGEM","Saída de leito carroçável"
"265171","1/25/2020","116","ITAOBIM","Atropelamento de Pedestre"
"265177","1/26/2020","116","PADRE PARAISO","Tombamento"
"265196","1/26/2020","40","PARAOPEBA","Queda de ocupante de veículo"
"265210","1/26/2020","146","POCOS DE CALDAS","Saída de leito carroçável"
"265226","1/26/2020","262","MATEUS LEME","Saída de leito carroçável"
"265230","1/26/2020","381","CARMO DA CACHOEIRA","Saída de leito carroçável"
"265257","1/26/2020","50","UBERABA","Colisão com objeto estático"
"265287","1/26/2020","381","BETIM","Capotamento"
"265310","1/26/2020","459","POUSO ALEGRE","Colisão transversal"
"265335","1/26/2020","262","JUATUBA","Saída de leito carroçável"
"265336","1/26/2020","40","BELO HORIZONTE","Colisão frontal"
"265340","1/26/2020","116","TEOFILO OTONI","Atropelamento de Pedestre"
"265349","1/26/2020","356","EUGENOPOLIS","Queda de ocupante de veículo"
"265371","1/26/2020","354","POUSO ALTO","Colisão frontal"
"265386","1/26/2020","116","CARATINGA","Colisão traseira"
"265392","1/27/2020","381","PERDOES","Colisão traseira"
"265399","1/27/2020","381","BETIM","Engavetamento"
"265410","1/27/2020","40","JUIZ DE FORA","Tombamento"
"265445","1/27/2020","116","CARATINGA","Colisão transversal"
"265503","1/27/2020","116","ITAOBIM","Saída de leito carroçável"
"265504","1/27/2020","381","SAO GONCALO DO RIO ABAIXO","Colisão lateral"
"265506","1/27/2020","381","BELO ORIENTE","Colisão lateral"
"265534","1/27/2020","50","UBERLANDIA","Tombamento"
"265556","1/27/2020","365","UBERLANDIA","Capotamento"
"265589","1/28/2020","40","CONGONHAS","Colisão frontal"
"265597","1/28/2020","262","MATIPO","Colisão frontal"
"265633","1/28/2020","50","UBERLANDIA","Colisão transversal"
"265661","1/28/2020","40","SETE LAGOAS","Saída de leito carroçável"
"265671","1/28/2020","459","CALDAS","Colisão com objeto estático"
"265672","1/28/2020","50","UBERLANDIA","Colisão traseira"
"265674","1/28/2020","40","BELO HORIZONTE","Colisão traseira"
"265676","1/28/2020","381","CONTAGEM","Colisão traseira"
"265678","1/28/2020","153","FRONTEIRA","Colisão transversal"
"265700","1/16/2020","381","NEPOMUCENO","Capotamento"
"265701","1/28/2020","40","JUIZ DE FORA","Tombamento"
"265713","1/28/2020","381","SAO GONCALO DO RIO ABAIXO","Tombamento"
"265730","1/28/2020","116","ITAOBIM","Colisão transversal"
"265734","1/28/2020","262","BOM DESPACHO","Saída de leito carroçável"
"265740","1/29/2020","262","BOM DESPACHO","Colisão frontal"
"265744","1/29/2020","365","UBERLANDIA","Saída de leito carroçável"
"265747","1/29/2020","381","ITATIAIUCU","Saída de leito carroçável"
"265759","1/29/2020","381","CONTAGEM","Colisão lateral"
"265762","1/28/2020","381","SAO GONCALO DO RIO ABAIXO","Saída de leito carroçável"
"265774","1/29/2020","40","ESMERALDAS","Tombamento"
"265794","1/29/2020","381","JOAO MONLEVADE","Colisão com objeto em movimento"
"265804","1/29/2020","262","MATEUS LEME","Saída de leito carroçável"
"265815","1/29/2020","50","UBERABA","Saída de leito carroçável"
"265823","1/29/2020","40","NOVA LIMA","Saída de leito carroçável"
"265831","1/29/2020","116","CACHOEIRA DE PAJEU","Colisão frontal"
"265838","1/29/2020","356","EUGENOPOLIS","Tombamento"
"265843","1/29/2020","40","ALFREDO VASCONCELOS","Saída de leito carroçável"
"265848","1/29/2020","381","SANTO ANTONIO DO AMPARO","Saída de leito carroçável"
"265852","1/29/2020","354","ITAMONTE","Colisão lateral"
"265855","1/29/2020","381","ITAPEVA","Colisão com objeto estático"
"265866","1/29/2020","262","MATEUS LEME","Derramamento de carga"
"265870","1/25/2020","381","BELO HORIZONTE","Colisão transversal"
"265871","1/29/2020","116","TEOFILO OTONI","Colisão traseira"
"265895","1/29/2020","381","CAMBUI","Capotamento"
"265910","1/29/2020","50","UBERLANDIA","Colisão lateral"
"265914","1/29/2020","116","MURIAE","Colisão transversal"
"265915","1/29/2020","262","BETIM","Saída de leito carroçável"
"265928","1/29/2020","146","MUZAMBINHO","Saída de leito carroçável"
"265946","1/30/2020","116","MURIAE","Tombamento"
"265962","1/30/2020","381","CAMBUI","Colisão traseira"
"265974","1/2/2020","116","DIVINO","Colisão transversal"
"265987","1/30/2020","262","MANHUACU","Colisão transversal"
"265996","1/30/2020","40","NOVA LIMA","Colisão transversal"
"266004","1/30/2020","40","JUIZ DE FORA","Incêndio"
"266010","1/30/2020","116","TEOFILO OTONI","Colisão lateral"
"266021","1/30/2020","381","CONTAGEM","Colisão traseira"
"266044","1/30/2020","381","CAMBUI","Colisão traseira"
"266058","1/30/2020","381","BETIM","Colisão traseira"
"266062","1/22/2020","354","ITAMONTE","Atropelamento de Animal"
"266079","1/30/2020","40","EWBANK DA CAMARA","Tombamento"
"266080","1/30/2020","40","RIBEIRAO DAS NEVES","Colisão com objeto em movimento"
"266086","1/30/2020","381","NOVA UNIAO","Saída de leito carroçável"
"266088","1/31/2020","40","CAPIM BRANCO","Colisão traseira"
"266098","1/31/2020","381","CAREACU","Saída de leito carroçável"
"266101","1/31/2020","381","CONTAGEM","Atropelamento de Animal"
"266120","1/31/2020","381","CARMO DA CACHOEIRA","Colisão traseira"
"266125","1/31/2020","381","POUSO ALEGRE","Colisão lateral"
"266133","1/31/2020","40","CONSELHEIRO LAFAIETE","Colisão traseira"
"266141","1/31/2020","262","LUZ","Colisão frontal"
"266155","1/19/2020","251","PADRE CARVALHO","Colisão lateral"
"266166","1/31/2020","116","MANHUACU","Saída de leito carroçável"
"266175","1/31/2020","381","CAMBUI","Colisão traseira"
"266180","1/31/2020","50","ARAGUARI","Saída de leito carroçável"
"266211","1/31/2020","50","UBERABA","Colisão com objeto estático"
"266217","1/31/2020","40","CRISTIANO OTONI","Colisão traseira"
"266238","1/31/2020","40","ITABIRITO","Colisão traseira"
"266253","1/31/2020","116","CARATINGA","Colisão frontal"
"266256","1/31/2020","381","CAMANDUCAIA","Tombamento"
"266257","1/31/2020","262","MANHUACU","Colisão frontal"
"266259","1/31/2020","381","EXTREMA","Colisão transversal"
"266261","1/31/2020","116","TEOFILO OTONI","Colisão transversal"
"266300","1/31/2020","40","NOVA LIMA","Colisão traseira"
"266312","1/31/2020","116","PADRE PARAISO","Colisão lateral"
"266339","2/1/2020","40","NOVA LIMA","Saída de leito carroçável"
"266341","2/1/2020","40","CONTAGEM","Engavetamento"
"266359","1/4/2020","381","CARMO DA CACHOEIRA","Saída de leito carroçável"
"266366","2/1/2020","381","SABARA","Colisão transversal"
"266370","2/1/2020","381","BETIM","Tombamento"
"266394","2/1/2020","381","EXTREMA","Colisão traseira"
"266396","2/1/2020","381","ITAPEVA","Saída de leito carroçável"
"266398","2/1/2020","116","SAO FRANCISCO DO GLORIA","Colisão frontal"
"266413","2/1/2020","40","BELO HORIZONTE","Atropelamento de Pedestre"
"266451","2/1/2020","40","ITABIRITO","Incêndio"
